Course_1,Course_2,Similarity
ARTS 322,BIOC 331,0.27827287
ARTS 322,BIOL 125,0.6519046
ARTS 322,BIOL 126,0.5970988
ARTS 322,BIOL 240,0.44388333
ARTS 322,BIOL 241,0.38328525
ARTS 322,BIOL 352,0.03970442
ARTS 322,BIOL 353,0.45290127
ARTS 322,BIOL 370,0.47312385
ARTS 322,BIOL 378,-0.08278352
ARTS 322,CAMS 110,0.4141775
ARTS 322,CAMS 111,0.5561593
ARTS 322,CAMS 186,-0.06460584
ARTS 322,CAMS 187,0.42409316
ARTS 322,CAMS 214,0.24233684
ARTS 322,CAMS 229,0.43046975
ARTS 322,CAMS 230,0.3224676
ARTS 322,CAMS 265,0.26916677
ARTS 322,CAMS 272,0.31388324
ARTS 322,CAMS 277,0.55348074
ARTS 322,CCST 208,-0.08339446
ARTS 322,CGSC 130.00,0.194001
ARTS 322,CGSC 330,0.19862497
ARTS 322,CHEM 123,0.23897742
ARTS 322,CHEM 224,0.39649928
ARTS 322,CHEM 234,0.46641704
ARTS 322,CHEM 300.00,0.40771437
ARTS 322,CHEM 348,0.39721295
ARTS 322,CHEM 349,0.53755873
ARTS 322,CHEM 351,0.39745745
ARTS 322,CHEM 352,0.41836667
ARTS 322,CHEM 362,0.0662779
ARTS 322,CHIN 103,0.109483756
ARTS 322,CHIN 206,0.22641222
ARTS 322,CHIN 251,-0.052248985
ARTS 322,CHIN 358,-0.0007591037
ARTS 322,CLAS 123,0.3974859
ARTS 322,CLAS 142,0.07571228
ARTS 322,CLAS 214,-0.019404378
ARTS 322,CLAS 240,-0.046536516
ARTS 322,CS 111,0.12170119
ARTS 322,CS 201,-0.018726131
ARTS 322,CS 202,0.2741177
ARTS 322,CS 208,-0.014538241
ARTS 322,CS 251,-0.16052835
ARTS 322,CS 252,0.15431418
ARTS 322,CS 254,0.24188846
ARTS 322,CS 257,0.11383433
ARTS 322,CS 304,0.17785245
ARTS 322,CS 311,-0.02965254
ARTS 322,CS 320,0.06444196
ARTS 322,CS 347,0.24675599
ARTS 322,CS 348,0.1992334
ARTS 322,CS 361,0.17714153
ARTS 322,DANC 107,0.37893853
ARTS 322,DANC 148,0.33399397
ARTS 322,DANC 190,0.5917918
ARTS 322,DANC 200,0.46604908
ARTS 322,DANC 206,0.66368836
ARTS 322,DANC 208,0.5388873
ARTS 322,DANC 279,0.5251309
ARTS 322,DANC 309,0.5588272
ARTS 322,DANC 310,0.49125627
ARTS 322,DANC 350,0.47913
ARTS 322,DGAH 398,0.35527617
ARTS 322,ECON 110,0.4610411
ARTS 322,ECON 111,0.35875872
ARTS 322,ECON 265,0.33666357
ARTS 322,ECON 269,0.26812768
ARTS 322,ECON 270,0.4857571
ARTS 322,ECON 274,0.08466962
ARTS 322,ECON 277,0.18858662
ARTS 322,ECON 280,0.1784171
ARTS 322,ECON 330,0.40983865
ARTS 322,ECON 331,0.4006325
ARTS 322,ECON 398,0.38469493
ARTS 322,EDUC 110,0.15179752
ARTS 322,EDUC 242,0.18782057
ARTS 322,EDUC 338,0.08218372
ARTS 322,EDUC 385,0.3078799
ARTS 322,EDUC 395,0.15382673
ARTS 322,ENGL 109,0.4856202
ARTS 322,ENGL 115,0.2860022
ARTS 322,ENGL 160,0.5390308
ARTS 322,ENGL 202,0.0090148235
ARTS 322,ENGL 209,0.24272051
ARTS 322,ENGL 230,0.44220346
ARTS 322,ENGL 253,0.36944404
ARTS 322,ENGL 255,0.07554363
ARTS 322,ENGL 268,0.19269598
ARTS 322,ENGL 295,0.7014051
ARTS 322,ENGL 338,-0.06272018
ARTS 322,ENGL 370,0.50888306
ARTS 322,ENGL 371,0.5347076
ARTS 322,ENGL 395.00,0.14882314
ARTS 322,EUST 101.07,0.16129175
ARTS 322,EUST 207,0.094940186
ARTS 322,FREN 103,0.21727446
ARTS 322,FREN 208,0.15767138
ARTS 322,FREN 210,0.123104505
ARTS 322,FREN 245,0.19981778
ARTS 322,FREN 254,0.41885418
ARTS 322,FREN 255,-0.0032364281
ARTS 322,FREN 259,0.19074793
ARTS 322,FREN 310,0.16227984
ARTS 322,GEOL 110,0.23233487
ARTS 322,GEOL 230,0.20024897
ARTS 322,GEOL 240,0.5569961
ARTS 322,GEOL 255,0.47168466
ARTS 322,GERM 103,0.17743176
ARTS 322,GERM 217,0.282717
ARTS 322,GERM 221,-0.27953306
ARTS 322,GRK 102,0.24897283
ARTS 322,GRK 226,0.08776984
ARTS 322,GWSS 110,-0.001643823
ARTS 322,GWSS 200,-0.19481032
ARTS 322,GWSS 398.00,-0.16654266
ARTS 322,HEBR 102,0.52526927
ARTS 322,HIST 111,0.3536679
ARTS 322,HIST 116,-0.13671741
ARTS 322,HIST 153,0.19460438
ARTS 322,HIST 201,0.067886844
ARTS 322,HIST 205,0.43451515
ARTS 322,HIST 206,-0.19364728
ARTS 322,HIST 209,-0.09056768
ARTS 322,HIST 229,-0.003527218
ARTS 322,HIST 251,0.33182767
ARTS 322,HIST 265,0.18797603
ARTS 322,HIST 270,0.26336482
ARTS 322,HIST 276,0.07915342
ARTS 322,HIST 287,0.087340824
ARTS 322,HIST 298,0.34602898
ARTS 322,HIST 308,0.0807609
ARTS 322,HIST 347,0.1576668
ARTS 322,IDSC 198,0.3216923
ARTS 322,IDSC 202,0.27821684
ARTS 322,IDSC 238,0.11957552
ARTS 322,IDSC 251,0.33438906
ARTS 322,IDSC 280,0.25452998
ARTS 322,IDSC 289,0.2560744
ARTS 322,IDSC 298,0.35191494
ARTS 322,JAPN 103,0.38938794
ARTS 322,JAPN 206,0.32802257
ARTS 322,JAPN 343,0.18327636
ARTS 322,LATN 103,0.33724648
ARTS 322,LATN 240,0.17258543
ARTS 322,LING 110,0.21668804
ARTS 322,LING 115,0.42290193
ARTS 322,LING 135,0.049885504
ARTS 322,LING 319,-0.28690735
ARTS 322,LTAM 220,0.12997872
ARTS 322,LTAM 398,0.43314424
ARTS 322,MATH 111,0.24389908
ARTS 322,MATH 120,0.13868959
ARTS 322,MATH 134,0.26690662
ARTS 322,MATH 210,0.31361482
ARTS 322,MATH 232,0.26515505
ARTS 322,MATH 236,0.18367326
ARTS 322,MATH 241,0.52053756
ARTS 322,MATH 271,0.25651804
ARTS 322,MATH 297,0.050699756
ARTS 322,MATH 331,0.35996255
ARTS 322,MATH 341,0.41114503
ARTS 322,MATH 342,0.10563145
ARTS 322,MELA 230,-0.18647105
ARTS 322,MEST 395,0.22109465
ARTS 322,MUSC 127,0.26749355
ARTS 322,MUSC 204,0.09815643
ARTS 322,MUSC 217,0.16979642
ARTS 322,MUSC 221,0.5237462
ARTS 322,MUSC 227,0.17566767
ARTS 322,MUSC 299,0.29483718
ARTS 322,MUSC 313,0.22713156
ARTS 322,NEUR 238,0.32813296
ARTS 322,NEUR 239,0.4913994
ARTS 322,NEUR 395,0.48919213
ARTS 322,PHIL 119,-0.14404207
ARTS 322,PHIL 124,0.21576539
ARTS 322,PHIL 202,0.1337252
ARTS 322,PHIL 209,0.006317732
ARTS 322,PHIL 210,0.04966111
ARTS 322,PHIL 219,0.12771712
ARTS 322,PHIL 270,-0.12240751
ARTS 322,PHIL 289,0.42610887
ARTS 322,PHYS 123,0.1829367
ARTS 322,PHYS 142,0.42537865
ARTS 322,PHYS 145,0.44253007
ARTS 322,PHYS 234,0.19047989
ARTS 322,PHYS 235,0.60058373
ARTS 322,PHYS 341,0.43014225
ARTS 322,PHYS 342,0.4969401
ARTS 322,PHYS 352,0.45339015
ARTS 322,POSC 120,0.18167622
ARTS 322,POSC 160,-0.14654823
ARTS 322,POSC 170,-0.18552503
ARTS 322,POSC 201,0.16570835
ARTS 322,POSC 206.00,0.36402044
ARTS 322,POSC 230,0.11134718
ARTS 322,POSC 231,0.017887712
ARTS 322,POSC 232.01,0.21012881
ARTS 322,POSC 232.02,0.26637918
ARTS 322,POSC 242,0.017517852
ARTS 322,POSC 252,0.14329104
ARTS 322,POSC 266,0.087350756
ARTS 322,POSC 272,0.23024431
ARTS 322,POSC 302,-0.21012004
ARTS 322,POSC 315,0.23221254
ARTS 322,POSC 322,0.20454255
ARTS 322,POSC 333,-0.12753274
ARTS 322,POSC 348,0.31901795
ARTS 322,PSYC 110,0.08002585
ARTS 322,PSYC 200,0.17461844
ARTS 322,PSYC 201,0.5656739
ARTS 322,PSYC 216,0.07678977
ARTS 322,PSYC 217,0.11682304
ARTS 322,PSYC 220,-0.07253497
ARTS 322,PSYC 256,0.20332758
ARTS 322,PSYC 257,0.1254894
ARTS 322,PSYC 354,0.14511126
ARTS 322,PSYC 382,-0.28628615
ARTS 322,PSYC 389,0.21878642
ARTS 322,RELG 110,0.045286667
ARTS 322,RELG 121,0.15267192
ARTS 322,RELG 155,-0.17579545
ARTS 322,RELG 213,-0.16224837
ARTS 322,RELG 221,-0.026623862
ARTS 322,RELG 261,-0.005268064
ARTS 322,RELG 265,-0.15711388
ARTS 322,RELG 344,-0.22273885
ARTS 322,RUSS 103,0.24851094
ARTS 322,RUSS 110,0.4061507
ARTS 322,RUSS 207,0.27230266
ARTS 322,RUSS 209,0.28933755
ARTS 322,RUSS 228,-0.09432367
ARTS 322,RUSS 228F,0.49418542
ARTS 322,RUSS 266,-0.017676266
ARTS 322,RUSS 267,0.066836365
ARTS 322,RUSS 307,0.20889397
ARTS 322,RUSS 309,0.25683933
ARTS 322,SOAN 110,0.07536731
ARTS 322,SOAN 111,-0.051714428
ARTS 322,SOAN 214,0.33789733
ARTS 322,SOAN 228,0.2348338
ARTS 322,SOAN 240,-0.072406605
ARTS 322,SOAN 262,0.060899235
ARTS 322,SOAN 312,0.15136804
ARTS 322,SOAN 313,0.21287972
ARTS 322,SOAN 323,0.014209148
ARTS 322,SPAN 103,0.34436688
ARTS 322,SPAN 205,0.35346174
ARTS 322,SPAN 208,0.10845047
ARTS 322,SPAN 220,0.2741502
ARTS 322,SPAN 263,0.21232857
ARTS 322,SPAN 369,-0.14484876
ARTS 322,STAT 120,0.1520638
ARTS 322,STAT 220,0.2335384
ARTS 322,STAT 230,0.19818217
ARTS 322,STAT 250,0.054364916
ARTS 322,STAT 285,0.47046825
ARTS 322,STAT 297,0.069211744
ARTS 322,STAT 320,0.003991039
ARTS 322,THEA 110,0.47441164
ARTS 322,THEA 185,0.6020791
ARTS 322,THEA 190,0.53798664
ARTS 322,THEA 199,0.4454018
ARTS 322,THEA 226,0.6061494
ARTS 322,THEA 245,0.30426502
ARTS 339,AFST 289,0.29835457
ARTS 339,AFST 300,-0.014338644
ARTS 339,AMST 115,0.14958122
ARTS 339,AMST 269,0.07680556
ARTS 339,AMST 321,-0.042667363
ARTS 339,AMST 396.00,0.15317474
ARTS 339,ARBC 103,0.6132026
ARTS 339,ARBC 206,0.35347146
ARTS 339,ARBC 222,0.19948241
ARTS 339,ARBC 223,0.21187827
ARTS 339,ARBC 371,0.47301486
ARTS 339,ARCN 112,-0.1610762
ARTS 339,ARCN 222,0.23097678
ARTS 339,ARTH 214,-0.082898214
ARTS 339,ARTH 298,0.15885353
ARTS 339,ARTS 113,0.5131984
ARTS 339,ARTS 122,0.72581804
ARTS 339,ARTS 139,0.9700578
ARTS 339,ARTS 230,0.81022626
ARTS 339,ARTS 252,0.5738658
ARTS 339,ARTS 262,0.47753984
ARTS 339,ARTS 298,0.43239203
ARTS 339,ARTS 322,0.6691462
ARTS 339,ARTS 339,1.0000002
ARTS 339,ARTS 374,0.3681758
ARTS 339,ASLN 111,0.47516745
ARTS 339,ASST 110,0.29692107
ARTS 339,ASST 285,0.18794514
ARTS 339,ASTR 113,0.700871
ARTS 339,ASTR 233,0.2775989
ARTS 339,BIOC 311,0.5284219
ARTS 339,BIOC 331,0.29592448
ARTS 339,BIOL 125,0.7248049
ARTS 339,BIOL 126,0.71146053
ARTS 339,BIOL 240,0.31988633
ARTS 339,BIOL 241,0.38376936
ARTS 339,BIOL 352,0.010382545
ARTS 339,BIOL 353,0.55175114
ARTS 339,BIOL 370,0.457169
ARTS 339,BIOL 378,0.23401761
ARTS 339,CAMS 110,0.6758114
ARTS 339,CAMS 111,0.68862873
ARTS 339,CAMS 186,0.2790377
ARTS 339,CAMS 187,0.35209438
ARTS 339,CAMS 214,0.3486786
ARTS 339,CAMS 229,0.5792742
ARTS 339,CAMS 230,0.559319
ARTS 339,CAMS 265,0.6361024
ARTS 339,CAMS 272,0.7169605
ARTS 339,CAMS 277,0.4678605
ARTS 339,CCST 208,-0.14121197
ARTS 339,CGSC 130.00,0.25477713
ARTS 339,CGSC 330,0.20614663
ARTS 339,CHEM 123,0.040502183
ARTS 339,CHEM 224,0.25659406
ARTS 339,CHEM 234,0.36242038
ARTS 339,CHEM 300.00,0.49290138
ARTS 339,CHEM 348,0.3957996
ARTS 339,CHEM 349,0.56567574
ARTS 339,CHEM 351,0.19171701
ARTS 339,CHEM 352,0.51935107
ARTS 339,CHEM 362,0.12859364
ARTS 339,CHIN 103,0.19952704
ARTS 339,CHIN 206,0.50510335
ARTS 339,CHIN 251,0.018550428
ARTS 339,CHIN 358,0.28824115
ARTS 339,CLAS 123,0.35449868
ARTS 339,CLAS 142,0.052833486
ARTS 339,CLAS 214,0.038681403
ARTS 339,CLAS 240,0.2005721
ARTS 339,CS 111,0.09539692
ARTS 339,CS 201,0.08830386
ARTS 339,CS 202,0.013211341
ARTS 339,CS 208,0.13582872
ARTS 339,CS 251,-0.024263177
ARTS 339,CS 252,0.038640868
ARTS 339,CS 254,0.08213532
ARTS 339,CS 257,0.25933152
ARTS 339,CS 304,0.50694215
ARTS 339,CS 311,0.2344583
ARTS 339,CS 320,0.4308215
ARTS 339,CS 347,0.49387726
ARTS 339,CS 348,-0.0030459375
ARTS 339,CS 361,0.38185933
ARTS 339,DANC 107,0.6228169
ARTS 339,DANC 148,0.5218779
ARTS 339,DANC 190,0.5572377
ARTS 339,DANC 200,0.656638
ARTS 339,DANC 206,0.695637
ARTS 339,DANC 208,0.727495
ARTS 339,DANC 279,0.47790253
ARTS 339,DANC 309,0.70972365
ARTS 339,DANC 310,0.7762605
ARTS 339,DANC 350,0.5473574
ARTS 339,DGAH 398,0.51000464
ARTS 339,ECON 110,0.40942612
ARTS 339,ECON 111,0.20644905
ARTS 339,ECON 265,0.25352347
ARTS 339,ECON 269,0.3041452
ARTS 339,ECON 270,0.3486002
ARTS 339,ECON 274,0.15869482
ARTS 339,ECON 277,0.34429258
ARTS 339,ECON 280,0.38176304
ARTS 339,ECON 330,0.33567324
ARTS 339,ECON 331,0.3092981
ARTS 339,ECON 398,0.59986013
ARTS 339,EDUC 110,0.40826616
ARTS 339,EDUC 242,0.23655212
ARTS 339,EDUC 338,0.43701476
ARTS 339,EDUC 385,0.4645071
ARTS 339,EDUC 395,0.26154712
ARTS 339,ENGL 109,0.6188751
ARTS 339,ENGL 115,0.123224646
ARTS 339,ENGL 160,0.26222295
ARTS 339,ENGL 202,0.0061573843
ARTS 339,ENGL 209,0.3215679
ARTS 339,ENGL 230,0.18976279
ARTS 339,ENGL 253,0.1132635
ARTS 339,ENGL 255,0.14825553
ARTS 339,ENGL 268,0.21004972
ARTS 339,ENGL 295,0.5339416
ARTS 339,ENGL 338,0.12886286
ARTS 339,ENGL 370,0.3366465
ARTS 339,ENGL 371,0.52463156
ARTS 339,ENGL 395.00,0.07696552
ARTS 339,EUST 101.07,0.286709
ARTS 339,EUST 207,0.34315977
ARTS 339,FREN 103,0.35035327
ARTS 339,FREN 208,0.34770483
ARTS 339,FREN 210,0.31868955
ARTS 339,FREN 245,0.321825
ARTS 339,FREN 254,0.22445658
ARTS 339,FREN 255,0.15162918
ARTS 339,FREN 259,0.22725466
ARTS 339,FREN 310,0.124488935
ARTS 339,GEOL 110,0.3008302
ARTS 339,GEOL 230,0.25294977
ARTS 339,GEOL 240,0.6271285
ARTS 339,GEOL 255,0.6412676
ARTS 339,GERM 103,0.32886255
ARTS 339,GERM 217,0.21645662
ARTS 339,GERM 221,-0.31446746
ARTS 339,GRK 102,0.40491626
ARTS 339,GRK 226,0.13295667
ARTS 339,GWSS 110,0.09512822
ARTS 339,GWSS 200,-0.13973536
ARTS 339,GWSS 398.00,0.01387772
ARTS 339,HEBR 102,0.5869459
ARTS 339,HIST 111,0.22341563
ARTS 339,HIST 116,-0.009926625
ARTS 339,HIST 153,0.31662044
ARTS 339,HIST 201,0.25938943
ARTS 339,HIST 205,0.47474626
ARTS 339,HIST 206,-0.051317677
ARTS 339,HIST 209,-0.03285545
ARTS 339,HIST 229,0.01585137
ARTS 339,HIST 251,0.30309236
ARTS 339,HIST 265,0.15062937
ARTS 339,HIST 270,0.2524012
ARTS 339,HIST 276,0.09559079
ARTS 339,HIST 287,0.33503005
ARTS 339,HIST 298,0.20322442
ARTS 339,HIST 308,0.10394897
ARTS 339,HIST 347,0.28015083
ARTS 339,IDSC 198,0.5055298
ARTS 339,IDSC 202,0.52704626
ARTS 339,IDSC 238,0.50158423
ARTS 339,IDSC 251,0.3562461
ARTS 339,IDSC 280,0.4449284
ARTS 339,IDSC 289,0.2211495
ARTS 339,IDSC 298,0.40875036
ARTS 339,JAPN 103,0.49452847
ARTS 339,JAPN 206,0.5103066
ARTS 339,JAPN 343,0.33885863
ARTS 339,LATN 103,0.3467294
ARTS 339,LATN 240,0.10906974
ARTS 339,LING 110,0.27645004
ARTS 339,LING 115,0.4936462
ARTS 339,LING 135,0.09728961
ARTS 339,LING 319,-0.06300453
ARTS 339,LTAM 220,0.10344738
ARTS 339,LTAM 398,0.3490527
ARTS 339,MATH 111,0.4086346
ARTS 339,MATH 120,0.21565577
ARTS 339,MATH 134,0.30069584
ARTS 339,MATH 210,0.16603436
ARTS 339,MATH 232,0.22939248
ARTS 339,MATH 236,0.25513253
ARTS 339,MATH 241,0.51537395
ARTS 339,MATH 271,0.10398982
ARTS 339,MATH 297,0.13336371
ARTS 339,MATH 331,0.14870323
ARTS 339,MATH 341,0.34830236
ARTS 339,MATH 342,0.113305144
ARTS 339,MELA 230,0.022541828
ARTS 339,MEST 395,0.4627578
ARTS 339,MUSC 127,0.22444513
ARTS 339,MUSC 204,0.29238164
ARTS 339,MUSC 217,0.20841599
ARTS 339,MUSC 221,0.78919625
ARTS 339,MUSC 227,0.23054273
ARTS 339,MUSC 299,0.11958033
ARTS 339,MUSC 313,0.34373018
ARTS 339,NEUR 238,0.41689152
ARTS 339,NEUR 239,0.63142747
ARTS 339,NEUR 395,0.5742741
ARTS 339,PHIL 119,-0.008824998
ARTS 339,PHIL 124,0.46057004
ARTS 339,PHIL 202,0.28866178
ARTS 339,PHIL 209,0.14132662
ARTS 339,PHIL 210,0.034059785
ARTS 339,PHIL 219,0.21040826
ARTS 339,PHIL 270,-0.007523182
ARTS 339,PHIL 289,0.31791607
ARTS 339,PHYS 123,0.3184209
ARTS 339,PHYS 142,0.6445336
ARTS 339,PHYS 145,0.495604
ARTS 339,PHYS 234,0.36681002
ARTS 339,PHYS 235,0.5712665
ARTS 339,PHYS 341,0.4212724
ARTS 339,PHYS 342,0.54331374
ARTS 339,PHYS 352,0.25785902
ARTS 339,POSC 120,0.31760252
ARTS 339,POSC 160,0.10336913
ARTS 339,POSC 170,0.02596962
ARTS 339,POSC 201,0.25223568
ARTS 339,POSC 206.00,0.015210327
ARTS 339,POSC 230,0.19554883
ARTS 339,POSC 231,0.23903924
ARTS 339,POSC 232.01,0.45352605
ARTS 339,POSC 232.02,0.26320243
ARTS 339,POSC 242,0.055251196
ARTS 339,POSC 252,-0.07330451
ARTS 339,POSC 266,0.03377321
ARTS 339,POSC 272,0.107119754
ARTS 339,POSC 302,0.040056393
ARTS 339,POSC 315,0.22445294
ARTS 339,POSC 322,0.29704717
ARTS 339,POSC 333,0.19303352
ARTS 339,POSC 348,0.28972438
ARTS 339,PSYC 110,-0.025408749
ARTS 339,PSYC 200,0.20117044
ARTS 339,PSYC 201,0.29629433
ARTS 339,PSYC 216,0.20743786
ARTS 339,PSYC 217,0.17818299
ARTS 339,PSYC 220,0.104742184
ARTS 339,PSYC 256,0.26840466
ARTS 339,PSYC 257,0.2401736
ARTS 339,PSYC 354,0.3513346
ARTS 339,PSYC 382,-0.21363817
ARTS 339,PSYC 389,-0.18063472
ARTS 339,RELG 110,0.060087696
ARTS 339,RELG 121,0.11876834
ARTS 339,RELG 155,-0.060710743
ARTS 339,RELG 213,-0.008749882
ARTS 339,RELG 221,-0.04927629
ARTS 339,RELG 261,0.17348213
ARTS 339,RELG 265,-0.04167508
ARTS 339,RELG 344,0.0028098382
ARTS 339,RUSS 103,0.3961674
ARTS 339,RUSS 110,0.40703005
ARTS 339,RUSS 207,0.3176339
ARTS 339,RUSS 209,0.18223932
ARTS 339,RUSS 228,-0.1765699
ARTS 339,RUSS 228F,0.5489192
ARTS 339,RUSS 266,0.24511723
ARTS 339,RUSS 267,-0.012187233
ARTS 339,RUSS 307,0.40417928
ARTS 339,RUSS 309,0.33086622
ARTS 339,SOAN 110,0.28838682
ARTS 339,SOAN 111,0.097503185
ARTS 339,SOAN 214,0.0062686773
ARTS 339,SOAN 228,-0.021735497
ARTS 339,SOAN 240,0.08698796
ARTS 339,SOAN 262,0.19895738
ARTS 339,SOAN 312,0.06882223
ARTS 339,SOAN 313,0.3210819
ARTS 339,SOAN 323,0.2028999
ARTS 339,SPAN 103,0.51181054
ARTS 339,SPAN 205,0.4370808
ARTS 339,SPAN 208,0.28450242
ARTS 339,SPAN 220,0.17340152
ARTS 339,SPAN 263,0.055577926
ARTS 339,SPAN 369,-0.08749977
ARTS 339,STAT 120,0.14770642
ARTS 339,STAT 220,0.30182394
ARTS 339,STAT 230,0.34623173
ARTS 339,STAT 250,0.14833347
ARTS 339,STAT 285,0.30000737
ARTS 339,STAT 297,0.1663392
ARTS 339,STAT 320,0.044577822
ARTS 339,THEA 110,0.6456636
ARTS 339,THEA 185,0.77388513
ARTS 339,THEA 190,0.62362164
ARTS 339,THEA 199,0.24250479
ARTS 339,THEA 226,0.6129816
ARTS 339,THEA 245,0.40899172
ARTS 374,AFST 289,-0.016669132
ARTS 374,AFST 300,-0.09602118
ARTS 374,AMST 115,0.11970224
ARTS 374,AMST 269,0.17313243
ARTS 374,AMST 321,0.053994864
ARTS 374,AMST 396.00,0.18907265
ARTS 374,ARBC 103,0.7262734
ARTS 374,ARBC 206,0.6279513
ARTS 374,ARBC 222,0.53005856
ARTS 374,ARBC 223,0.70216167
ARTS 374,ARBC 371,0.5305608
ARTS 374,ARCN 112,0.15579905
ARTS 374,ARCN 222,0.19090377
ARTS 374,ARTH 214,0.12034964
ARTS 374,ARTH 298,0.28891817
ARTS 374,ARTS 113,0.11319305
ARTS 374,ARTS 122,0.44972733
ARTS 374,ARTS 139,0.3663826
ARTS 374,ARTS 230,0.45940503
ARTS 374,ARTS 252,0.5170087
ARTS 374,ARTS 262,0.57945925
ARTS 374,ARTS 298,0.28370547
ARTS 374,ARTS 322,0.5243005
ARTS 374,ARTS 339,0.3681758
ARTS 374,ARTS 374,1.0000001
ARTS 374,ASLN 111,0.49040908
ARTS 374,ASST 110,0.41967672
ARTS 374,ASST 285,0.24287051
ARTS 374,ASTR 113,0.4396649
ARTS 374,ASTR 233,0.4380006
ARTS 374,BIOC 311,0.22099578
ARTS 374,BIOC 331,0.37325734
ARTS 374,BIOL 125,0.39593142
ARTS 374,BIOL 126,0.5118749
ARTS 374,BIOL 240,0.2869683
ARTS 374,BIOL 241,0.6257594
ARTS 374,BIOL 352,0.4118052
ARTS 374,BIOL 353,0.55425847
ARTS 374,BIOL 370,0.38493237
ARTS 374,BIOL 378,0.013687124
ARTS 374,CAMS 110,0.36003295
ARTS 374,CAMS 111,0.49964634
ARTS 374,CAMS 186,-0.03698496
ARTS 374,CAMS 187,0.28449896
ARTS 374,CAMS 214,0.06794427
ARTS 374,CAMS 229,0.6342769
ARTS 374,CAMS 230,0.41122878
ARTS 374,CAMS 265,0.26243904
ARTS 374,CAMS 272,0.50983316
ARTS 374,CAMS 277,0.38704154
ARTS 374,CCST 208,0.53414863
ARTS 374,CGSC 130.00,0.55808413
ARTS 374,CGSC 330,0.5675402
ARTS 374,CHEM 123,0.5270394
ARTS 374,CHEM 224,0.6511649
ARTS 374,CHEM 234,0.5715996
ARTS 374,CHEM 300.00,0.43294263
ARTS 374,CHEM 348,0.66310173
ARTS 374,CHEM 349,0.66914827
ARTS 374,CHEM 351,0.7363549
ARTS 374,CHEM 352,0.59863317
ARTS 374,CHEM 362,0.51497245
ARTS 374,CHIN 103,0.41315433
ARTS 374,CHIN 206,0.3898163
ARTS 374,CHIN 251,0.2680133
ARTS 374,CHIN 358,0.24022777
ARTS 374,CLAS 123,0.3061473
ARTS 374,CLAS 142,0.058610234
ARTS 374,CLAS 214,0.15325837
ARTS 374,CLAS 240,-0.11837569
ARTS 374,CS 111,0.41148314
ARTS 374,CS 201,0.00997476
ARTS 374,CS 202,0.29421735
ARTS 374,CS 208,0.18269911
ARTS 374,CS 251,0.40068927
ARTS 374,CS 252,0.43636963
ARTS 374,CS 254,0.33967063
ARTS 374,CS 257,0.3078167
ARTS 374,CS 304,0.15906756
ARTS 374,CS 311,0.057137467
ARTS 374,CS 320,0.20765501
ARTS 374,CS 347,0.2641823
ARTS 374,CS 348,0.22777379
ARTS 374,CS 361,0.122550175
ARTS 374,DANC 107,0.3794185
ARTS 374,DANC 148,0.2151582
ARTS 374,DANC 190,0.37978294
ARTS 374,DANC 200,0.2575249
ARTS 374,DANC 206,0.5449598
ARTS 374,DANC 208,0.47708565
ARTS 374,DANC 279,0.5372277
ARTS 374,DANC 309,0.5799612
ARTS 374,DANC 310,0.47965086
ARTS 374,DANC 350,0.36770838
ARTS 374,DGAH 398,0.52798074
ARTS 374,ECON 110,0.20031874
ARTS 374,ECON 111,0.28028205
ARTS 374,ECON 265,0.27957
ARTS 374,ECON 269,-0.047886852
ARTS 374,ECON 270,0.3243686
ARTS 374,ECON 274,-0.15920462
ARTS 374,ECON 277,0.13010472
ARTS 374,ECON 280,0.11452596
ARTS 374,ECON 330,0.3873415
ARTS 374,ECON 331,0.35508102
ARTS 374,ECON 398,0.15623894
ARTS 374,EDUC 110,0.22433998
ARTS 374,EDUC 242,0.073136896
ARTS 374,EDUC 338,0.08376444
ARTS 374,EDUC 385,0.39889348
ARTS 374,EDUC 395,0.10898068
ARTS 374,ENGL 109,0.47793755
ARTS 374,ENGL 115,0.37804
ARTS 374,ENGL 160,0.50203806
ARTS 374,ENGL 202,0.2065983
ARTS 374,ENGL 209,0.2262012
ARTS 374,ENGL 230,0.2830971
ARTS 374,ENGL 253,-0.053775318
ARTS 374,ENGL 255,0.17077826
ARTS 374,ENGL 268,0.08750724
ARTS 374,ENGL 295,0.4520829
ARTS 374,ENGL 338,0.33082846
ARTS 374,ENGL 370,0.72068095
ARTS 374,ENGL 371,0.58159745
ARTS 374,ENGL 395.00,0.3828345
ARTS 374,EUST 101.07,0.4475975
ARTS 374,EUST 207,0.15998918
ARTS 374,FREN 103,0.7241357
ARTS 374,FREN 208,0.61631244
ARTS 374,FREN 210,0.4546083
ARTS 374,FREN 245,0.4154003
ARTS 374,FREN 254,0.5448904
ARTS 374,FREN 255,0.1293483
ARTS 374,FREN 259,0.4444884
ARTS 374,FREN 310,0.24629648
ARTS 374,GEOL 110,-0.020253187
ARTS 374,GEOL 230,0.2248303
ARTS 374,GEOL 240,0.3149087
ARTS 374,GEOL 255,0.33017772
ARTS 374,GERM 103,0.38884065
ARTS 374,GERM 217,0.13703647
ARTS 374,GERM 221,-0.043223422
ARTS 374,GRK 102,0.68542904
ARTS 374,GRK 226,0.10888646
ARTS 374,GWSS 110,-0.10590565
ARTS 374,GWSS 200,-0.1559615
ARTS 374,GWSS 398.00,0.17140721
ARTS 374,HEBR 102,0.50934434
