Course Title,Similar Course,Similarity Score
MUSC 176,MUSC 176J,1.00
MUSC 176J,MUSC 276J,1.00
MUSC 176J,MUSC 176,1.00
MUSC 176J,MUSC 176J,1.00
MUSC 177,MUSC 177J,1.00
MUSC 177,MUSC 277,0.98
MUSC 177,MUSC 277J,0.98
MUSC 177J,MUSC 177J,1.00
MUSC 177J,MUSC 277,0.98
MUSC 177J,MUSC 277J,0.98
MUSC 178,MUSC 178J,1.00
MUSC 178,MUSC 278,1.00
MUSC 178,MUSC 278J,1.00
MUSC 178J,MUSC 178J,1.00
MUSC 178J,MUSC 278,1.00
MUSC 178J,MUSC 278J,1.00
MUSC 179,MUSC 179J,1.00
MUSC 179,MUSC 279,1.00
MUSC 179,MUSC 279J,1.00
MUSC 179J,MUSC 179J,1.00
MUSC 179J,MUSC 279,1.00
MUSC 179J,MUSC 279J,1.00
MUSC 180,MUSC 180J,1.00
MUSC 180,MUSC 280,1.00
MUSC 180,MUSC 280J,1.00
MUSC 180J,MUSC 180J,1.00
MUSC 180J,MUSC 280,1.00
MUSC 180J,MUSC 280J,1.00
MUSC 181,MUSC 281J,1.00
MUSC 181,MUSC 181,1.00
MUSC 181,MUSC 181J,0.99
MUSC 181J,MUSC 181,0.99
MUSC 181J,MUSC 281,0.99
MUSC 181J,MUSC 281J,0.99
MUSC 182,MUSC 182J,0.39
MUSC 182,MUSC 185,0.21
MUSC 182,MUSC 282,0.17
MUSC 182J,MUSC 182,0.39
MUSC 182J,MUSC 184J,0.25
MUSC 182J,MUSC 150,0.24
MUSC 184,MUSC 185,0.23
MUSC 184,PE 316,0.18
MUSC 184,STAT 230,0.16
MUSC 184J,MUSC 187,0.48
MUSC 184J,MUSC 180,0.30
MUSC 184J,MUSC 180J,0.30
MUSC 185,MUSC 184,0.23
MUSC 185,MUSC 182,0.21
MUSC 185,MUSC 182J,0.18
MUSC 186,MUSC 182J,0.21
MUSC 186,MUSC 184J,0.16
MUSC 186,MUSC 184,0.15
MUSC 187,MUSC 184J,0.48
MUSC 187,MUSC 182J,0.15
MUSC 187,MUSC 194,0.14
MUSC 188,MUSC 189,0.76
MUSC 188,MUSC 150,0.31
MUSC 188,MUSC 150J,0.31
MUSC 189,MUSC 188,0.76
MUSC 189,STAT 230,0.34
MUSC 189,ARBC 223,0.28
MUSC 190,MUSC 172,0.22
MUSC 190,MUSC 172J,0.22
MUSC 190,MUSC 271J,0.21
MUSC 192,MUSC 158,0.59
MUSC 192,MUSC 158J,0.59
MUSC 192,MUSC 150,0.59
MUSC 194,MUSC 184J,0.30
MUSC 194,MUSC 217,0.24
MUSC 194,ARBC 222,0.24
MUSC 195,MUSC 282J,0.22
MUSC 195,MUSC 188,0.19
MUSC 195,MUSC 192,0.18
MUSC 196,ARTS 139,0.23
MUSC 196,MUSC 151,0.21
MUSC 196,CAMS 110,0.21
MUSC 197,MUSC 204,0.46
MUSC 197,POSC 333,0.24
MUSC 197,PSYC 201,0.24
MUSC 204,MUSC 197,0.46
MUSC 204,POSC 333,0.19
MUSC 204,MUSC 192,0.18
MUSC 217,MUSC 221,0.86
MUSC 217,MELA 230,0.83
MUSC 217,MEST 395,0.71
MUSC 221,MEST 395,0.87
MUSC 221,MUSC 217,0.86
MUSC 221,MELA 230,0.75
MUSC 227,MUSC 228,1.00
MUSC 227,MUSC 104,0.96
MUSC 227,MUSC 127,0.96
MUSC 228,MUSC 228,1.00
MUSC 228,MUSC 104,0.96
MUSC 228,MUSC 127,0.96
MUSC 250,MUSC 250J,1.00
MUSC 250,MUSC 150,0.98
MUSC 250,MUSC 150J,0.98
MUSC 250J,MUSC 250J,1.00
MUSC 250J,MUSC 150,0.98
MUSC 250J,MUSC 150J,0.98
MUSC 251,MUSC 151,0.98
MUSC 251,MUSC 270,0.46
MUSC 251,MUSC 270J,0.46
MUSC 251J,MUSC 152,1.00
MUSC 251J,MUSC 152J,1.00
MUSC 251J,MUSC 153J,1.00
MUSC 252,MUSC 152,1.00
MUSC 252,MUSC 152J,1.00
MUSC 252,MUSC 153J,1.00
MUSC 252J,MUSC 152,1.00
MUSC 252J,MUSC 152J,1.00
MUSC 252J,MUSC 153J,1.00
MUSC 253J,MUSC 152,1.00
MUSC 253J,MUSC 152J,1.00
MUSC 253J,MUSC 153J,1.00
MUSC 255,MUSC 152,1.00
MUSC 255,MUSC 152J,1.00
MUSC 255,MUSC 153J,1.00
MUSC 255J,MUSC 152,1.00
MUSC 255J,MUSC 152J,1.00
MUSC 255J,MUSC 153J,1.00
MUSC 256,MUSC 256J,1.00
MUSC 256,MUSC 156,1.00
MUSC 256,MUSC 156J,1.00
MUSC 256J,MUSC 256J,1.00
MUSC 256J,MUSC 156,1.00
MUSC 256J,MUSC 156J,1.00
MUSC 257,MUSC 152,1.00
MUSC 257,MUSC 152J,1.00
MUSC 257,MUSC 153J,1.00
MUSC 257J,MUSC 152,1.00
MUSC 257J,MUSC 152J,1.00
MUSC 257J,MUSC 153J,1.00
MUSC 258,MUSC 152,1.00
MUSC 258,MUSC 152J,1.00
MUSC 258,MUSC 153J,1.00
MUSC 258J,MUSC 152,1.00
MUSC 258J,MUSC 152J,1.00
MUSC 258J,MUSC 153J,1.00
MUSC 259,MUSC 152,1.00
MUSC 259,MUSC 152J,1.00
MUSC 259,MUSC 153J,1.00
MUSC 259J,MUSC 152,1.00
MUSC 259J,MUSC 152J,1.00
MUSC 259J,MUSC 153J,1.00
MUSC 260.01,MUSC 152,1.00
MUSC 260.01,MUSC 152J,1.00
MUSC 260.01,MUSC 153J,1.00
MUSC 260.02,MUSC 152,1.00
MUSC 260.02,MUSC 152J,1.00
MUSC 260.02,MUSC 153J,1.00
MUSC 260J.01,MUSC 152,1.00
MUSC 260J.01,MUSC 152J,1.00
MUSC 260J.01,MUSC 153J,1.00
MUSC 260J.02,MUSC 152,1.00
MUSC 260J.02,MUSC 152J,1.00
MUSC 260J.02,MUSC 153J,1.00
MUSC 261,MUSC 152,1.00
MUSC 261,MUSC 152J,1.00
MUSC 261,MUSC 153J,1.00
MUSC 261J,MUSC 152,1.00
MUSC 261J,MUSC 152J,1.00
MUSC 261J,MUSC 153J,1.00
MUSC 262,MUSC 152,1.00
MUSC 262,MUSC 152J,1.00
MUSC 262,MUSC 153J,1.00
MUSC 262J,MUSC 152,1.00
MUSC 262J,MUSC 152J,1.00
MUSC 262J,MUSC 153J,1.00
MUSC 263,MUSC 152,1.00
MUSC 263,MUSC 152J,1.00
MUSC 263,MUSC 153J,1.00
MUSC 263J,MUSC 152,1.00
MUSC 263J,MUSC 152J,1.00
MUSC 263J,MUSC 153J,1.00
MUSC 264,MUSC 152,1.00
MUSC 264,MUSC 152J,1.00
MUSC 264,MUSC 153J,1.00
MUSC 264J,MUSC 152,1.00
MUSC 264J,MUSC 152J,1.00
MUSC 264J,MUSC 153J,1.00
MUSC 265,MUSC 152,1.00
MUSC 265,MUSC 152J,1.00
MUSC 265,MUSC 153J,1.00
MUSC 265J,MUSC 152,1.00
MUSC 265J,MUSC 152J,1.00
MUSC 265J,MUSC 153J,1.00
MUSC 266.01,MUSC 152,1.00
MUSC 266.01,MUSC 152J,1.00
MUSC 266.01,MUSC 153J,1.00
MUSC 266.02,MUSC 152,1.00
MUSC 266.02,MUSC 152J,1.00
MUSC 266.02,MUSC 153J,1.00
MUSC 266J.01,MUSC 171J,1.00
MUSC 266J.01,MUSC 266J.01,1.00
MUSC 266J.01,MUSC 266J.02,1.00
MUSC 266J.02,MUSC 171J,1.00
MUSC 266J.02,MUSC 266J.01,1.00
MUSC 266J.02,MUSC 266J.02,1.00
MUSC 267,MUSC 152,1.00
MUSC 267,MUSC 152J,1.00
MUSC 267,MUSC 153J,1.00
MUSC 267J,MUSC 152,1.00
MUSC 267J,MUSC 152J,1.00
MUSC 267J,MUSC 153J,1.00
MUSC 268,MUSC 152,1.00
MUSC 268,MUSC 152J,1.00
MUSC 268,MUSC 153J,1.00
MUSC 268J,MUSC 152,1.00
MUSC 268J,MUSC 152J,1.00
MUSC 268J,MUSC 153J,1.00
MUSC 269,MUSC 269J,1.00
MUSC 269,MUSC 169,0.90
MUSC 269,MUSC 169J,0.90
MUSC 269J,MUSC 269J,1.00
MUSC 269J,MUSC 169,0.90
MUSC 269J,MUSC 169J,0.90
MUSC 270,MUSC 270J,1.00
MUSC 270,MUSC 170,0.78
MUSC 270,MUSC 170J,0.78
MUSC 270J,MUSC 270J,1.00
MUSC 270J,MUSC 170,0.78
MUSC 270J,MUSC 170J,0.78
MUSC 271,MUSC 171J,1.00
MUSC 271,MUSC 266J.01,1.00
MUSC 271,MUSC 266J.02,1.00
MUSC 271J,MUSC 272,1.00
MUSC 271J,MUSC 172,0.96
MUSC 271J,MUSC 172J,0.96
MUSC 272,MUSC 272,1.00
MUSC 272,MUSC 172,0.96
MUSC 272,MUSC 172J,0.96
MUSC 272J,MUSC 274,1.00
MUSC 272J,MUSC 174,1.00
MUSC 272J,MUSC 174J,1.00
MUSC 274,MUSC 274,1.00
MUSC 274,MUSC 174,1.00
MUSC 274,MUSC 174J,1.00
MUSC 275,MUSC 175J,1.00
MUSC 275,MUSC 275,1.00
MUSC 275,MUSC 275J,1.00
MUSC 275J,MUSC 175J,1.00
MUSC 275J,MUSC 275,1.00
MUSC 275J,MUSC 275J,1.00
MUSC 276,MUSC 176J,1.00
MUSC 276,MUSC 276,1.00
MUSC 276,MUSC 276J,1.00
MUSC 276J,MUSC 176J,1.00
MUSC 276J,MUSC 276,1.00
MUSC 276J,MUSC 276J,1.00
MUSC 277,MUSC 277J,1.00
MUSC 277,MUSC 177,0.98
MUSC 277,MUSC 177J,0.98
MUSC 277J,MUSC 277J,1.00
MUSC 277J,MUSC 177,0.98
MUSC 277J,MUSC 177J,0.98
MUSC 278,MUSC 178J,1.00
MUSC 278,MUSC 278,1.00
MUSC 278,MUSC 278J,1.00
MUSC 278J,MUSC 178J,1.00
MUSC 278J,MUSC 278,1.00
MUSC 278J,MUSC 278J,1.00
MUSC 279,MUSC 179,1.00
MUSC 279,MUSC 179J,1.00
MUSC 279,MUSC 279J,1.00
MUSC 279J,MUSC 179,1.00
MUSC 279J,MUSC 179J,1.00
MUSC 279J,MUSC 279,1.00
MUSC 280,MUSC 180J,1.00
MUSC 280,MUSC 280,1.00
MUSC 280,MUSC 280J,1.00
MUSC 280J,MUSC 180J,1.00
MUSC 280J,MUSC 280,1.00
MUSC 280J,MUSC 280J,1.00
MUSC 281,MUSC 281,1.00
MUSC 281,MUSC 281J,1.00
MUSC 281,MUSC 181J,0.99
MUSC 281J,MUSC 281,1.00
MUSC 281J,MUSC 281J,1.00
MUSC 281J,MUSC 181J,0.99
MUSC 282,MUSC 158,0.47
MUSC 282,MUSC 158J,0.47
MUSC 282,MUSC 151J,0.41
MUSC 282J,PE 129,0.26
MUSC 282J,MUSC 184J,0.26
MUSC 282J,MUSC 192,0.26
MUSC 284,MUSC 284J,0.21
MUSC 284,POSC 302,0.19
MUSC 284,POSC 348,0.18
MUSC 284J,ASTR 233,0.36
MUSC 284J,CHEM 224,0.34
MUSC 284J,NEUR 238,0.28
MUSC 299,NEUR 238,0.17
MUSC 299,CCST 208,0.12
MUSC 299,PHYS 145,0.11
MUSC 313,MUSC 150,0.14
MUSC 313,MUSC 150J,0.14
MUSC 313,MUSC 169,0.14
NEUR 238,PHYS 145,0.36
NEUR 238,NEUR 395,0.30
NEUR 238,PE 180,0.28
NEUR 239,NEUR 395,0.15
NEUR 239,ARTH 298,0.13
NEUR 239,IDSC 280,0.12
NEUR 395,NEUR 238,0.30
NEUR 395,STAT 120,0.16
NEUR 395,NEUR 239,0.15
OCP 307,STAT 250,0.29
OCP 307,SPAN 220,0.27
OCP 307,PE 316,0.24
PE 101,STAT 250,0.26
PE 101,ARBC 206,0.25
PE 101,PE 140,0.25
PE 102,PE 140,0.23
PE 102,ENGL 268,0.21
PE 102,PE 101,0.20
PE 103,PE 140,0.23
PE 103,MUSC 166J.01,0.15
PE 103,MUSC 166J.02,0.15
PE 104,PE 158,0.21
PE 104,PE 282,0.21
PE 104,PE 138,0.18
PE 120,NEUR 238,0.18
PE 120,PE 129,0.16
PE 120,STAT 120,0.15
PE 122,STAT 220,0.14
PE 122,PHIL 270,0.13
PE 122,PHIL 219,0.13
PE 124,NEUR 238,0.12
PE 124,ARTS 322,0.10
PE 124,ARTH 298,0.10
PE 129,PE 140,0.30
PE 129,PE 138,0.27
PE 129,MUSC 282J,0.26
PE 130,HIST 209,0.24
PE 130,PE 138,0.23
PE 130,PE 146,0.20
PE 138,STAT 250,0.40
PE 138,SPAN 220,0.38
PE 138,PE 140,0.33
PE 140,STAT 250,0.42
PE 140,SPAN 220,0.38
PE 140,PE 138,0.33
PE 142,SPAN 220,0.21
PE 142,PE 140,0.21
PE 142,STAT 250,0.18
PE 143,PE 194,0.17
PE 143,PE 284,0.14
PE 143,DANC 107,0.12
PE 146,PE 130,0.20
PE 146,PE 158,0.17
PE 146,STAT 250,0.15
PE 153,PE 163,0.34
PE 153,PE 158,0.24
PE 153,PE 205,0.18
PE 156,PE 258,0.14
PE 156,LING 319,0.12
PE 156,IDSC 298,0.10
PE 158,STAT 250,0.30
PE 158,PE 153,0.24
PE 158,SPAN 220,0.21
PE 163,PE 153,0.34
PE 163,PE 129,0.16
PE 163,PE 103,0.14
PE 172,STAT 250,0.31
PE 172,SPAN 220,0.28
PE 172,PE 140,0.23
PE 180,PE 181,0.85
PE 180,NEUR 238,0.28
PE 180,MUSC 284J,0.21
PE 181,PE 180,0.85
PE 181,NEUR 238,0.23
PE 181,ASST 400,0.20
PE 188,PE 258,0.18
PE 188,HIST 287,0.17
PE 188,PE 129,0.17
PE 190.00,PE 210,1.00
PE 190.00,PE 227,1.00
PE 190.00,PE 228,1.00
PE 194,PE 197,0.51
PE 194,PE 282,0.40
PE 194,PE 198,0.35
PE 197,PE 194,0.51
PE 197,PE 282,0.33
PE 197,PE 258,0.31
PE 198,PE 205,0.44
PE 198,PE 194,0.35
PE 198,PE 282,0.33
PE 205,PE 198,0.44
PE 205,PE 258,0.31
PE 205,PHYS 234,0.28
PE 210,PE 210,1.00
PE 210,PE 227,1.00
PE 210,PE 228,1.00
PE 227,PE 210,1.00
PE 227,PE 227,1.00
PE 227,PE 228,1.00
PE 228,PE 210,1.00
PE 228,PE 227,1.00
PE 228,PE 228,1.00
PE 258,PE 282,0.40
PE 258,PE 198,0.33
PE 258,PE 205,0.31
PE 259,PE 210,1.00
PE 259,PE 227,1.00
PE 259,PE 228,1.00
PE 271,PE 210,1.00
PE 271,PE 227,1.00
PE 271,PE 228,1.00
PE 282,PE 258,0.40
PE 282,PE 194,0.40
PE 282,PE 190.00,0.39
PE 283,MUSC 187,0.14
PE 283,STAT 220,0.11
PE 283,PE 146,0.10
PE 284,STAT 250,0.16
PE 284,PE 140,0.16
PE 284,JAPN 103,0.14
PE 288,PE 129,0.22
PE 288,PE 140,0.21
PE 288,MUSC 169,0.16
PE 289,BIOL 370,0.29
PE 289,CS 347,0.19
PE 289,PHIL 124,0.13
PE 293,PE 129,0.11
PE 293,PE 138,0.11
PE 293,HIST 153,0.10
PE 316,STAT 250,0.45
PE 316,SPAN 220,0.34
PE 316,ENGL 253,0.32
PE 334,HIST 153,0.09
PE 334,GRK 102,0.08
PE 334,CLAS 123,0.08
PE 350,CS 111,0.19
PE 350,LTAM 398,0.15
PE 350,CLAS 240,0.15
PHIL 119,AMST 115,0.23
PHIL 119,POSC 160,0.19
PHIL 119,AMST 269,0.16
PHIL 124,BIOL 370,0.22
PHIL 124,PHYS 341,0.19
PHIL 124,RUSS 110,0.13
PHIL 202,RUSS 110,0.19
PHIL 202,STAT 250,0.13
PHIL 202,PE 129,0.12
PHIL 209,ARTS 400,0.22
PHIL 209,SOAN 214,0.21
PHIL 209,MATH 297,0.18
PHIL 210,ECON 269,0.22
PHIL 210,ARTS 139,0.20
PHIL 210,ARTS 339,0.20
PHIL 219,PHIL 270,0.40
PHIL 219,STAT 250,0.23
PHIL 219,CHEM 224,0.21
PHIL 270,PHIL 219,0.40
PHIL 270,RUSS 228,0.18
PHIL 270,POSC 232.01,0.18
PHIL 289,PHIL 289,1.00
PHIL 289,DANC 350,0.14
PHIL 289,PHIL 400,0.12
PHIL 400,SOAN 400,0.15
PHIL 400,PHYS 145,0.15
PHIL 400,ASLN 111,0.15
PHYS 123,PHYS 233,0.23
PHYS 123,CCST 208,0.21
PHYS 123,MATH 271,0.17
PHYS 142,MATH 241,0.19
PHYS 142,PHIL 289,0.11
PHYS 142,ASTR 113,0.11
PHYS 145,NEUR 238,0.36
PHYS 145,MUSC 284J,0.26
PHYS 145,ASST 400,0.24
PHYS 233,PHYS 123,0.23
PHYS 233,CS 111,0.20
PHYS 233,MATH 120,0.17
PHYS 234,GEOL 230,0.46
PHYS 234,CHEM 352,0.39
PHYS 234,ARTS 400,0.38
PHYS 235,POSC 206.00,0.20
PHYS 235,AFST 289,0.19
PHYS 235,ECON 274,0.17
PHYS 341,PHIL 124,0.19
PHYS 341,POSC 232.02,0.19
PHYS 341,CLAS 142,0.18
PHYS 342,PHYS 352,0.24
PHYS 342,PSYC 354,0.19
PHYS 342,POSC 252,0.19
PHYS 352,STAT 250,0.27
PHYS 352,CAMS 187,0.26
PHYS 352,PHYS 342,0.24
PHYS 400,POSC 232.01,0.19
PHYS 400,PE 129,0.14
PHYS 400,PSYC 257,0.13
POSC 120,RUSS 307,0.47
POSC 120,CHEM 224,0.36
POSC 120,ECON 330,0.36
POSC 160,ECON 270,0.20
POSC 160,PHIL 119,0.19
POSC 160,HIST 111,0.17
POSC 170,CS 254,0.22
POSC 170,POSC 232.02,0.16
POSC 170,SPAN 103,0.15
POSC 201,POSC 120,0.28
POSC 201,SOAN 228,0.23
POSC 201,STAT 250,0.22
POSC 206.00,POSC 242,0.22
POSC 206.00,HIST 209,0.22
POSC 206.00,PHYS 235,0.20
POSC 230,ARBC 206,0.12
POSC 230,AMST 396.00,0.12
POSC 230,POSC 242,0.11
POSC 231,HIST 270,0.13
POSC 231,HIST 116,0.11
POSC 231,RUSS 266,0.10
POSC 232.01,PE 138,0.25
POSC 232.01,POSC 322,0.25
POSC 232.01,HIST 209,0.22
POSC 232.02,CS 254,0.22
POSC 232.02,RUSS 228F,0.21
POSC 232.02,PHYS 341,0.19
POSC 242,POSC 206.00,0.22
POSC 242,POSC 252,0.20
POSC 242,SOAN 313,0.17
POSC 252,POSC 242,0.20
POSC 252,PHYS 342,0.19
POSC 252,HIST 206,0.18
POSC 266,GWSS 400,0.21
POSC 266,POSC 232.02,0.17
POSC 266,CHEM 224,0.15
POSC 272,FREN 210,0.15
POSC 272,PHYS 342,0.12
POSC 272,RELG 344,0.12
POSC 302,PSYC 220,0.21
POSC 302,MUSC 284,0.19
POSC 302,AMST 396.00,0.14
POSC 315,POSC 120,0.26
POSC 315,SPAN 103,0.24
POSC 315,RUSS 307,0.22
POSC 322,SPAN 103,0.26
POSC 322,POSC 232.01,0.25
POSC 322,SPAN 220,0.21
POSC 333,POSC 348,0.69
POSC 333,PSYC 201,0.57
POSC 333,PSYC 200,0.43
POSC 348,POSC 333,0.69
POSC 348,PSYC 201,0.49
POSC 348,PSYC 200,0.38
PSYC 110,PSYC 201,0.29
PSYC 110,POSC 333,0.29
PSYC 110,POSC 348,0.26
PSYC 200,PSYC 201,0.59
PSYC 200,POSC 333,0.43
PSYC 200,POSC 348,0.38
PSYC 201,PSYC 200,0.59
PSYC 201,POSC 333,0.57
PSYC 201,POSC 348,0.49
PSYC 216,PSYC 201,0.27
PSYC 216,STAT 250,0.25
PSYC 216,POSC 333,0.23
PSYC 217,PSYC 201,0.19
PSYC 217,CS 254,0.17
PSYC 217,PSYC 200,0.15
PSYC 220,POSC 333,0.22
PSYC 220,POSC 302,0.21
PSYC 220,PSYC 201,0.19
PSYC 256,RELG 155,0.25
PSYC 256,RELG 121,0.25
PSYC 256,PSYC 354,0.22
PSYC 257,RUSS 267,0.26
PSYC 257,HIST 265,0.26
PSYC 257,RELG 155,0.24
PSYC 354,PSYC 256,0.22
PSYC 354,BIOL 370,0.21
PSYC 354,PHYS 342,0.19
PSYC 382,RELG 155,0.25
PSYC 382,PSYC 257,0.20
PSYC 382,RUSS 267,0.19
PSYC 389,CLAS 123,0.33
PSYC 389,MATH 331,0.32
PSYC 389,GERM 400,0.31
RELG 110,AFST 300,0.24
RELG 110,HIST 276,0.21
RELG 110,POSC 252,0.17
RELG 121,PSYC 256,0.25
RELG 121,FREN 210,0.21
RELG 121,CLAS 123,0.17
RELG 155,RUSS 267,0.28
RELG 155,PSYC 256,0.25
RELG 155,PSYC 382,0.25
RELG 213,RUSS 207,0.28
RELG 213,RUSS 209,0.16
RELG 213,RUSS 307,0.10
RELG 221,RUSS 209,0.45
RELG 221,RELG 265,0.41
RELG 221,RELG 261,0.36
RELG 261,RELG 265,0.68
RELG 261,RUSS 209,0.60
RELG 261,RELG 221,0.36
RELG 265,RUSS 209,0.71
RELG 265,RELG 261,0.68
RELG 265,RELG 221,0.41
RELG 344,FREN 210,0.26
RELG 344,RELG 265,0.26
RELG 344,FREN 245,0.26
RELG 400,RELG 265,0.34
RELG 400,RELG 261,0.30
RELG 400,RUSS 209,0.30
RUSS 103,RUSS 110,0.16
RUSS 103,PSYC 256,0.13
RUSS 103,BIOC 311,0.13
RUSS 110,HIST 265,0.21
RUSS 110,PHIL 202,0.19
RUSS 110,RUSS 103,0.16
RUSS 207,RUSS 209,0.44
RUSS 207,RELG 261,0.32
RUSS 207,RELG 265,0.30
RUSS 209,RELG 265,0.71
RUSS 209,RELG 261,0.60
RUSS 209,RELG 221,0.45
RUSS 228,ECON 400,0.23
RUSS 228,RUSS 307,0.22
RUSS 228,PHIL 270,0.18
RUSS 228F,POSC 232.02,0.21
RUSS 228F,BIOC 311,0.18
RUSS 228F,RUSS 307,0.18
RUSS 266,GERM 400,0.20
RUSS 266,RUSS 400,0.17
RUSS 266,SOAN 111,0.15
RUSS 267,RELG 155,0.28
RUSS 267,PSYC 257,0.26
RUSS 267,SOAN 110,0.22
RUSS 307,POSC 120,0.47
RUSS 307,CHEM 224,0.39
RUSS 307,ECON 330,0.37
RUSS 309,SOAN 110,0.23
RUSS 309,SOAN 111,0.18
RUSS 309,RUSS 400,0.17
RUSS 400,LATN 103,0.22
RUSS 400,SOAN 111,0.19
RUSS 400,SOAN 110,0.19
SOAN 110,RUSS 309,0.23
SOAN 110,RUSS 267,0.22
SOAN 110,SOAN 111,0.20
SOAN 111,SOAN 110,0.20
SOAN 111,RUSS 400,0.19
SOAN 111,RUSS 267,0.18
SOAN 214,ARTS 400,0.46
SOAN 214,PHYS 234,0.37
SOAN 214,LING 135,0.34
SOAN 228,ENGL 395.00,0.84
SOAN 228,RELG 221,0.27
SOAN 228,ENGL 268,0.27
SOAN 240,CGSC 400,0.18
SOAN 240,IDSC 289,0.18
SOAN 240,ENGL 395.00,0.18
SOAN 262,EUST 207,0.43
SOAN 262,RELG 221,0.18
SOAN 262,POSC 201,0.18
SOAN 312,ENGL 268,0.23
SOAN 312,EDUC 385,0.21
SOAN 312,POSC 201,0.20
SOAN 313,POSC 232.01,0.21
SOAN 313,PE 138,0.17
SOAN 313,HIST 209,0.17
SOAN 323,FREN 254,0.13
SOAN 323,LING 110,0.12
SOAN 323,ENGL 253,0.11
SOAN 400,SPAN 103,0.33
SOAN 400,SPAN 205,0.32
SOAN 400,SPAN 208,0.28
SPAN 103,SOAN 400,0.33
SPAN 103,SPAN 208,0.29
SPAN 103,CS 208,0.28
SPAN 205,SOAN 400,0.32
SPAN 205,SPAN 208,0.28
SPAN 205,SPAN 103,0.24
SPAN 208,SPAN 103,0.29
SPAN 208,SOAN 400,0.28
SPAN 208,SPAN 205,0.28
SPAN 220,STAT 250,0.51
SPAN 220,PE 140,0.38
SPAN 220,PE 138,0.38
SPAN 263,MATH 232,0.94
SPAN 263,STAT 250,0.21
SPAN 263,SPAN 220,0.19
SPAN 369,SPAN 103,0.25
SPAN 369,SPAN 208,0.22
SPAN 369,PHYS 145,0.20
SPAN 400,MATH 297,1.00
SPAN 400,ECON 330,0.24
SPAN 400,IDSC 202,0.23
STAT 120,STAT 320,0.27
STAT 120,STAT 250,0.26
STAT 120,ARBC 206,0.25
STAT 220,POSC 232.01,0.21
STAT 220,PE 180,0.20
STAT 220,DANC 279,0.20
STAT 230,STAT 250,0.41
STAT 230,MUSC 189,0.34
STAT 230,MUSC 188,0.26
STAT 250,SPAN 220,0.51
STAT 250,PE 316,0.45
STAT 250,PE 140,0.42
STAT 285,STAT 285,1.00
STAT 285,STAT 400,0.79
STAT 285,STAT 230,0.20
STAT 297,STAT 250,0.18
STAT 297,ARTS 139,0.18
STAT 297,ARTS 339,0.16
STAT 320,STAT 250,0.28
STAT 320,STAT 120,0.27
STAT 320,ARTS 122,0.20
STAT 400,ENGL 115,0.79
STAT 400,STAT 285,0.79
STAT 400,STAT 230,0.18
