Course_1,Course_2,Similarity
ECON 111,CHEM 362,0.1355253
ECON 111,CHIN 103,0.49863112
ECON 111,CHIN 206,0.10520084
ECON 111,CHIN 251,-0.07832729
ECON 111,CHIN 358,-0.22444224
ECON 111,CLAS 123,0.23437677
ECON 111,CLAS 142,-0.10087274
ECON 111,CLAS 214,-0.022301914
ECON 111,CLAS 240,-0.07483796
ECON 111,CS 111,0.30450055
ECON 111,CS 201,0.2556564
ECON 111,CS 202,0.43261603
ECON 111,CS 208,0.05963521
ECON 111,CS 251,0.0052592633
ECON 111,CS 252,0.39524433
ECON 111,CS 254,0.6813558
ECON 111,CS 257,-0.012048263
ECON 111,CS 304,0.11085164
ECON 111,CS 311,0.29245535
ECON 111,CS 320,-0.13602813
ECON 111,CS 347,0.08085385
ECON 111,CS 348,0.5032931
ECON 111,CS 361,0.062238798
ECON 111,DANC 107,0.4022423
ECON 111,DANC 148,0.4796667
ECON 111,DANC 190,0.6329732
ECON 111,DANC 200,0.56154555
ECON 111,DANC 206,0.3876694
ECON 111,DANC 208,0.30420113
ECON 111,DANC 279,0.6852397
ECON 111,DANC 309,0.26423943
ECON 111,DANC 310,0.40147877
ECON 111,DANC 350,0.61184925
ECON 111,DGAH 398,0.23349898
ECON 111,ECON 110,0.94217473
ECON 111,ECON 111,1.0
ECON 111,ECON 265,0.6464507
ECON 111,ECON 269,0.36396796
ECON 111,ECON 270,0.8763292
ECON 111,ECON 274,0.4112056
ECON 111,ECON 277,0.49242917
ECON 111,ECON 280,0.60022384
ECON 111,ECON 330,0.7300769
ECON 111,ECON 331,0.72668034
ECON 111,ECON 398,0.19530503
ECON 111,EDUC 110,0.013217296
ECON 111,EDUC 242,0.12006719
ECON 111,EDUC 338,0.2943776
ECON 111,EDUC 385,0.17624842
ECON 111,EDUC 395,0.18712528
ECON 111,ENGL 109,-0.04960859
ECON 111,ENGL 115,0.43795216
ECON 111,ENGL 160,-0.018482193
ECON 111,ENGL 202,0.24213755
ECON 111,ENGL 209,0.013272507
ECON 111,ENGL 230,0.5558124
ECON 111,ENGL 253,0.29636702
ECON 111,ENGL 255,0.042421855
ECON 111,ENGL 268,0.18403175
ECON 111,ENGL 295,0.36516127
ECON 111,ENGL 338,-0.16859162
ECON 111,ENGL 370,0.11868874
ECON 111,ENGL 371,-0.15319021
ECON 111,ENGL 395.00,0.19325499
ECON 111,EUST 101.07,-0.19964321
ECON 111,EUST 207,-0.3133334
ECON 111,FREN 103,0.09391549
ECON 111,FREN 208,-0.13257372
ECON 111,FREN 210,0.20534806
ECON 111,FREN 245,0.33645046
ECON 111,FREN 254,0.34480515
ECON 111,FREN 255,0.04222925
ECON 111,FREN 259,0.047500625
ECON 111,FREN 310,0.1821426
ECON 111,GEOL 110,0.5361244
ECON 111,GEOL 230,0.4261837
ECON 111,GEOL 240,0.641935
ECON 111,GEOL 255,0.5907414
ECON 111,GERM 103,0.3123488
ECON 111,GERM 217,0.08920854
ECON 111,GERM 221,0.041623697
ECON 111,GRK 102,0.31812367
ECON 111,GRK 226,-0.041786175
ECON 111,GWSS 110,0.21644533
ECON 111,GWSS 200,0.1579645
ECON 111,GWSS 398.00,0.10967613
ECON 111,HEBR 102,0.37340128
ECON 111,HIST 111,0.44907585
ECON 111,HIST 116,-0.1424969
ECON 111,HIST 153,0.049656224
ECON 111,HIST 201,-0.06894523
ECON 111,HIST 205,0.25349033
ECON 111,HIST 206,-0.18422815
ECON 111,HIST 209,0.014572527
ECON 111,HIST 229,0.24261683
ECON 111,HIST 251,0.20283186
ECON 111,HIST 265,0.2019874
ECON 111,HIST 270,0.15186985
ECON 111,HIST 276,0.04760979
ECON 111,HIST 287,0.2796951
ECON 111,HIST 298,0.3923053
ECON 111,HIST 308,0.24094966
ECON 111,HIST 347,0.09962419
ECON 111,IDSC 198,0.054528132
ECON 111,IDSC 202,0.010764123
ECON 111,IDSC 238,0.38942307
ECON 111,IDSC 251,0.23229347
ECON 111,IDSC 280,0.053781822
ECON 111,IDSC 289,0.041232917
ECON 111,IDSC 298,0.026636193
ECON 111,JAPN 103,0.43781444
ECON 111,JAPN 206,0.00015464994
ECON 111,JAPN 343,0.032159798
ECON 111,LATN 103,0.23851775
ECON 111,LATN 240,-0.06933737
ECON 111,LING 110,0.37345943
ECON 111,LING 115,0.29243934
ECON 111,LING 135,0.19774681
ECON 111,LING 319,0.080003306
ECON 111,LTAM 220,0.051555768
ECON 111,LTAM 398,0.2656782
ECON 111,MATH 111,0.6385998
ECON 111,MATH 120,0.6437779
ECON 111,MATH 134,0.46159104
ECON 111,MATH 210,0.5712448
ECON 111,MATH 232,0.5850399
ECON 111,MATH 236,0.64100647
ECON 111,MATH 241,0.54783255
ECON 111,MATH 271,0.44453585
ECON 111,MATH 297,0.43730623
ECON 111,MATH 331,0.6920674
ECON 111,MATH 341,0.67994326
ECON 111,MATH 342,0.53628004
ECON 111,MELA 230,0.04877667
ECON 111,MEST 395,-0.17734279
ECON 111,MUSC 127,0.27254623
ECON 111,MUSC 204,0.3978953
ECON 111,MUSC 217,0.25137866
ECON 111,MUSC 221,-0.0033112264
ECON 111,MUSC 227,0.42432404
ECON 111,MUSC 299,0.6464028
ECON 111,MUSC 313,0.19268051
ECON 111,NEUR 238,0.42800203
ECON 111,NEUR 239,0.4231213
ECON 111,NEUR 395,0.22166817
ECON 111,PHIL 119,0.17649536
ECON 111,PHIL 124,0.16585179
ECON 111,PHIL 202,-0.15651429
ECON 111,PHIL 209,0.17396735
ECON 111,PHIL 210,0.23440193
ECON 111,PHIL 219,0.38534492
ECON 111,PHIL 270,0.21088165
ECON 111,PHIL 289,-0.0055482388
ECON 111,PHYS 123,0.14679332
ECON 111,PHYS 142,0.46606377
ECON 111,PHYS 145,0.68131065
ECON 111,PHYS 234,0.5815492
ECON 111,PHYS 235,0.51318395
ECON 111,PHYS 341,0.6738064
ECON 111,PHYS 342,0.66495204
ECON 111,PHYS 352,0.60593
ECON 111,POSC 120,0.4361767
ECON 111,POSC 160,0.046996713
ECON 111,POSC 170,0.3418447
ECON 111,POSC 201,0.21728079
ECON 111,POSC 206.00,0.49913618
ECON 111,POSC 230,0.266143
ECON 111,POSC 231,0.48839614
ECON 111,POSC 232.01,0.23641823
ECON 111,POSC 232.02,-0.01413872
ECON 111,POSC 242,-0.05326876
ECON 111,POSC 252,0.53294593
ECON 111,POSC 266,0.41525918
ECON 111,POSC 272,0.20292427
ECON 111,POSC 302,0.00061205955
ECON 111,POSC 315,0.27520844
ECON 111,POSC 322,0.2418524
ECON 111,POSC 333,0.16736503
ECON 111,POSC 348,0.3789294
ECON 111,PSYC 110,0.31861463
ECON 111,PSYC 200,0.5823137
ECON 111,PSYC 201,0.46211314
ECON 111,PSYC 216,0.5087713
ECON 111,PSYC 217,0.4487466
ECON 111,PSYC 220,0.25861445
ECON 111,PSYC 256,0.5588798
ECON 111,PSYC 257,0.3243795
ECON 111,PSYC 354,0.07327877
ECON 111,PSYC 382,-0.027537925
ECON 111,PSYC 389,0.50345117
ECON 111,RELG 110,0.04681039
ECON 111,RELG 121,0.24847005
ECON 111,RELG 155,0.09280679
ECON 111,RELG 213,0.19807628
ECON 111,RELG 221,0.031373568
ECON 111,RELG 261,0.13339928
ECON 111,RELG 265,0.05100448
ECON 111,RELG 344,0.1346043
ECON 111,RUSS 103,0.20611769
ECON 111,RUSS 110,0.2949759
ECON 111,RUSS 207,0.35677332
ECON 111,RUSS 209,0.41821194
ECON 111,RUSS 228,0.08081338
ECON 111,RUSS 228F,0.09951353
ECON 111,RUSS 266,-0.060635738
ECON 111,RUSS 267,0.08696373
ECON 111,RUSS 307,0.1375562
ECON 111,RUSS 309,0.25003016
ECON 111,SOAN 110,0.12097753
ECON 111,SOAN 111,0.2946897
ECON 111,SOAN 214,0.48669425
ECON 111,SOAN 228,0.48660105
ECON 111,SOAN 240,-0.02633437
ECON 111,SOAN 262,0.5332563
ECON 111,SOAN 312,0.28967732
ECON 111,SOAN 313,0.35151687
ECON 111,SOAN 323,0.2360693
ECON 111,SPAN 103,0.07453996
ECON 111,SPAN 205,0.30796203
ECON 111,SPAN 208,0.11111926
ECON 111,SPAN 220,-0.11004449
ECON 111,SPAN 263,0.30820903
ECON 111,SPAN 369,0.059305027
ECON 111,STAT 120,0.5130596
ECON 111,STAT 220,0.4720481
ECON 111,STAT 230,0.43878624
ECON 111,STAT 250,0.4218117
ECON 111,STAT 285,0.32951748
ECON 111,STAT 297,0.44966984
ECON 111,STAT 320,0.48847514
ECON 111,THEA 110,0.5541074
ECON 111,THEA 185,0.33149123
ECON 111,THEA 190,0.18499874
ECON 111,THEA 199,0.3144194
ECON 111,THEA 226,0.11730686
ECON 111,THEA 245,0.23845807
ECON 265,AFST 289,0.4045173
ECON 265,AFST 300,0.12738407
ECON 265,AMST 115,0.06752046
ECON 265,AMST 269,0.3877582
ECON 265,AMST 321,0.16706108
ECON 265,AMST 396.00,0.65588063
ECON 265,ARBC 103,0.22023615
ECON 265,ARBC 206,0.15329574
ECON 265,ARBC 222,0.09496386
ECON 265,ARBC 223,0.32425195
ECON 265,ARBC 371,-0.052770864
ECON 265,ARCN 112,0.006200136
ECON 265,ARCN 222,0.012202204
ECON 265,ARTH 214,0.35453406
ECON 265,ARTH 298,0.2583825
ECON 265,ARTS 113,0.1916646
ECON 265,ARTS 122,0.59768754
ECON 265,ARTS 139,0.33889353
ECON 265,ARTS 230,0.49444997
ECON 265,ARTS 252,0.45847288
ECON 265,ARTS 262,0.4011027
ECON 265,ARTS 298,0.097868375
ECON 265,ARTS 322,0.44903845
ECON 265,ARTS 339,0.27085513
ECON 265,ARTS 374,0.4148997
ECON 265,ASLN 111,0.22176692
ECON 265,ASST 110,0.13180296
ECON 265,ASST 285,0.16482918
ECON 265,ASTR 113,0.43768108
ECON 265,ASTR 233,0.4607166
ECON 265,BIOC 311,0.7049485
ECON 265,BIOC 331,0.05538747
ECON 265,BIOL 125,0.2632149
ECON 265,BIOL 126,0.29842883
ECON 265,BIOL 240,0.4298277
ECON 265,BIOL 241,0.38629413
ECON 265,BIOL 352,0.3564488
ECON 265,BIOL 353,0.5404515
ECON 265,BIOL 370,0.2195217
ECON 265,BIOL 378,-0.0141396085
ECON 265,CAMS 110,0.22792825
ECON 265,CAMS 111,0.065670446
ECON 265,CAMS 186,0.21880844
ECON 265,CAMS 187,0.2915775
ECON 265,CAMS 214,-0.002261977
ECON 265,CAMS 229,0.05092199
ECON 265,CAMS 230,-0.06485995
ECON 265,CAMS 265,0.23648505
ECON 265,CAMS 272,-0.022773346
ECON 265,CAMS 277,0.43298033
ECON 265,CCST 208,0.17282
ECON 265,CGSC 130.00,0.40202904
ECON 265,CGSC 330,0.45042115
ECON 265,CHEM 123,0.37468955
ECON 265,CHEM 224,0.41045982
ECON 265,CHEM 234,0.20612457
ECON 265,CHEM 300.00,-0.023550678
ECON 265,CHEM 348,0.28839523
ECON 265,CHEM 349,0.21099742
ECON 265,CHEM 351,0.49522763
ECON 265,CHEM 352,0.5035986
ECON 265,CHEM 362,0.19129288
ECON 265,CHIN 103,0.12897211
ECON 265,CHIN 206,0.002147106
ECON 265,CHIN 251,-0.17925808
ECON 265,CHIN 358,-0.12668478
ECON 265,CLAS 123,0.12424862
ECON 265,CLAS 142,0.1614119
ECON 265,CLAS 214,0.2536747
ECON 265,CLAS 240,0.06086305
ECON 265,CS 111,0.71431583
ECON 265,CS 201,0.61836016
ECON 265,CS 202,0.68322164
ECON 265,CS 208,0.56395864
ECON 265,CS 251,0.3000931
ECON 265,CS 252,0.6351638
ECON 265,CS 254,0.66649324
ECON 265,CS 257,0.4828699
ECON 265,CS 304,0.51857793
ECON 265,CS 311,0.5465801
ECON 265,CS 320,0.3877711
ECON 265,CS 347,0.27450627
ECON 265,CS 348,0.7245123
ECON 265,CS 361,0.063119195
ECON 265,DANC 107,0.33364737
ECON 265,DANC 148,0.23370785
ECON 265,DANC 190,0.43102404
ECON 265,DANC 200,0.18336639
ECON 265,DANC 206,0.13582163
ECON 265,DANC 208,0.0057964534
ECON 265,DANC 279,0.354869
ECON 265,DANC 309,0.185102
ECON 265,DANC 310,0.37022483
ECON 265,DANC 350,0.32418284
ECON 265,DGAH 398,0.059047814
ECON 265,ECON 110,0.5614061
ECON 265,ECON 111,0.6464507
ECON 265,ECON 265,0.9999999
ECON 265,ECON 269,0.19496667
ECON 265,ECON 270,0.5651228
ECON 265,ECON 274,0.34194303
ECON 265,ECON 277,0.4232799
ECON 265,ECON 280,0.2652888
ECON 265,ECON 330,0.37207437
ECON 265,ECON 331,0.38974494
ECON 265,ECON 398,0.023837866
ECON 265,EDUC 110,0.33895338
ECON 265,EDUC 242,0.27629128
ECON 265,EDUC 338,0.46726584
ECON 265,EDUC 385,0.072172515
ECON 265,EDUC 395,-0.066808514
ECON 265,ENGL 109,0.20681877
ECON 265,ENGL 115,0.6229549
ECON 265,ENGL 160,0.25587803
ECON 265,ENGL 202,0.46675867
ECON 265,ENGL 209,0.2127097
ECON 265,ENGL 230,0.3046289
ECON 265,ENGL 253,0.24692225
ECON 265,ENGL 255,0.1571066
ECON 265,ENGL 268,0.5522774
ECON 265,ENGL 295,0.1513789
ECON 265,ENGL 338,0.13818723
ECON 265,ENGL 370,0.36137015
ECON 265,ENGL 371,0.18768108
ECON 265,ENGL 395.00,0.3661912
ECON 265,EUST 101.07,-0.2781418
ECON 265,EUST 207,-0.18600434
ECON 265,FREN 103,0.118872054
ECON 265,FREN 208,0.1543166
ECON 265,FREN 210,0.08637126
ECON 265,FREN 245,0.19199307
ECON 265,FREN 254,0.27862278
ECON 265,FREN 255,0.014713812
ECON 265,FREN 259,0.23022702
ECON 265,FREN 310,0.3496153
ECON 265,GEOL 110,0.3603393
ECON 265,GEOL 230,0.024591547
ECON 265,GEOL 240,0.6414263
ECON 265,GEOL 255,0.40328
ECON 265,GERM 103,0.120126374
ECON 265,GERM 217,0.077252164
ECON 265,GERM 221,0.21359782
ECON 265,GRK 102,0.21581823
ECON 265,GRK 226,0.3140132
ECON 265,GWSS 110,0.25915188
ECON 265,GWSS 200,0.2528339
ECON 265,GWSS 398.00,0.15453276
ECON 265,HEBR 102,0.31657684
ECON 265,HIST 111,0.4155938
ECON 265,HIST 116,0.15623821
ECON 265,HIST 153,0.26085904
ECON 265,HIST 201,-0.020548359
ECON 265,HIST 205,0.22401728
ECON 265,HIST 206,-0.08010971
ECON 265,HIST 209,0.16430071
ECON 265,HIST 229,0.14724681
ECON 265,HIST 251,0.060941793
ECON 265,HIST 265,-0.017648036
ECON 265,HIST 270,0.12902
ECON 265,HIST 276,-0.0040613078
ECON 265,HIST 287,0.2501735
ECON 265,HIST 298,-0.02912972
ECON 265,HIST 308,0.26291826
ECON 265,HIST 347,-0.07721991
ECON 265,IDSC 198,0.16582523
ECON 265,IDSC 202,-0.018530088
ECON 265,IDSC 238,0.2755014
ECON 265,IDSC 251,0.42294076
ECON 265,IDSC 280,0.006684308
ECON 265,IDSC 289,2.0480791e-05
ECON 265,IDSC 298,-0.0463601
ECON 265,JAPN 103,0.24741615
ECON 265,JAPN 206,0.15160693
ECON 265,JAPN 343,0.11625514
ECON 265,LATN 103,0.078334026
ECON 265,LATN 240,0.14168859
ECON 265,LING 110,0.5277136
ECON 265,LING 115,0.25166556
ECON 265,LING 135,0.6257844
ECON 265,LING 319,0.11551645
ECON 265,LTAM 220,0.24240698
ECON 265,LTAM 398,0.03901062
ECON 265,MATH 111,0.58522564
ECON 265,MATH 120,0.38533327
ECON 265,MATH 134,0.77128595
ECON 265,MATH 210,0.5885487
ECON 265,MATH 232,0.78831697
ECON 265,MATH 236,0.5606392
ECON 265,MATH 241,0.7097035
ECON 265,MATH 271,0.77134115
ECON 265,MATH 297,0.37559342
ECON 265,MATH 331,0.6735482
ECON 265,MATH 341,0.48878577
ECON 265,MATH 342,0.67575896
ECON 265,MELA 230,-0.013415852
ECON 265,MEST 395,-0.14492074
ECON 265,MUSC 127,0.26138026
ECON 265,MUSC 204,0.25562
ECON 265,MUSC 217,0.17508028
ECON 265,MUSC 221,0.047076795
ECON 265,MUSC 227,0.38073307
ECON 265,MUSC 299,0.46100193
ECON 265,MUSC 313,0.36495054
ECON 265,NEUR 238,0.41241664
ECON 265,NEUR 239,0.4521087
ECON 265,NEUR 395,0.15622015
ECON 265,PHIL 119,0.35530603
ECON 265,PHIL 124,0.34301287
ECON 265,PHIL 202,0.004701242
ECON 265,PHIL 209,0.5369115
ECON 265,PHIL 210,0.49149895
ECON 265,PHIL 219,0.42425925
ECON 265,PHIL 270,0.45209575
ECON 265,PHIL 289,0.27903876
ECON 265,PHYS 123,0.06437883
ECON 265,PHYS 142,0.33161923
ECON 265,PHYS 145,0.6203259
ECON 265,PHYS 234,0.60987
ECON 265,PHYS 235,0.38491467
ECON 265,PHYS 341,0.6320422
ECON 265,PHYS 342,0.4863356
ECON 265,PHYS 352,0.47469926
ECON 265,POSC 120,0.5016115
ECON 265,POSC 160,0.31187114
ECON 265,POSC 170,0.35120538
ECON 265,POSC 201,0.19347593
ECON 265,POSC 206.00,0.44743863
ECON 265,POSC 230,0.3286239
ECON 265,POSC 231,0.115928926
ECON 265,POSC 232.01,0.62826675
ECON 265,POSC 232.02,0.14434376
ECON 265,POSC 242,-0.009692047
ECON 265,POSC 252,0.51184493
ECON 265,POSC 266,0.39434707
ECON 265,POSC 272,0.2731412
ECON 265,POSC 302,0.22815554
ECON 265,POSC 315,0.24080239
ECON 265,POSC 322,0.007582854
ECON 265,POSC 333,0.17244108
ECON 265,POSC 348,0.5802846
ECON 265,PSYC 110,0.5677662
ECON 265,PSYC 200,0.6667648
ECON 265,PSYC 201,0.44756234
ECON 265,PSYC 216,0.41645166
ECON 265,PSYC 217,0.36642084
ECON 265,PSYC 220,0.32479042
ECON 265,PSYC 256,0.4960858
ECON 265,PSYC 257,0.17764488
ECON 265,PSYC 354,0.13708448
ECON 265,PSYC 382,0.21218532
ECON 265,PSYC 389,0.3728746
ECON 265,RELG 110,0.17512329
ECON 265,RELG 121,0.1812348
ECON 265,RELG 155,0.32789513
ECON 265,RELG 213,0.41295016
ECON 265,RELG 221,0.1912586
ECON 265,RELG 261,-0.083796516
ECON 265,RELG 265,0.24818254
ECON 265,RELG 344,-0.00933931
ECON 265,RUSS 103,-0.031078793
ECON 265,RUSS 110,0.106755175
ECON 265,RUSS 207,0.123525605
ECON 265,RUSS 209,0.22735481
ECON 265,RUSS 228,-0.022134498
ECON 265,RUSS 228F,0.20160894
ECON 265,RUSS 266,0.006801201
ECON 265,RUSS 267,0.000631582
ECON 265,RUSS 307,-0.07845488
ECON 265,RUSS 309,0.056567103
ECON 265,SOAN 110,0.44913363
ECON 265,SOAN 111,0.30666113
ECON 265,SOAN 214,0.5710079
ECON 265,SOAN 228,0.3238067
ECON 265,SOAN 240,0.15536202
ECON 265,SOAN 262,0.46598583
ECON 265,SOAN 312,0.36913633
ECON 265,SOAN 313,0.32235926
ECON 265,SOAN 323,0.1732333
ECON 265,SPAN 103,0.13292639
ECON 265,SPAN 205,0.3081732
ECON 265,SPAN 208,0.039983306
ECON 265,SPAN 220,0.015077075
ECON 265,SPAN 263,0.19557022
ECON 265,SPAN 369,0.1609219
ECON 265,STAT 120,0.56570333
ECON 265,STAT 220,0.7364857
ECON 265,STAT 230,0.6072013
ECON 265,STAT 250,0.60079575
ECON 265,STAT 285,0.27330837
ECON 265,STAT 297,0.39743137
ECON 265,STAT 320,0.42328778
ECON 265,THEA 110,0.36571184
ECON 265,THEA 185,0.37295842
ECON 265,THEA 190,0.110377185
ECON 265,THEA 199,0.03381297
ECON 265,THEA 226,0.23323192
ECON 265,THEA 245,0.35126647
ECON 269,AFST 289,0.6190058
ECON 269,AFST 300,0.09646021
ECON 269,AMST 115,0.4737482
ECON 269,AMST 269,0.41685796
ECON 269,AMST 321,0.09669983
ECON 269,AMST 396.00,0.29108566
ECON 269,ARBC 103,0.22567435
ECON 269,ARBC 206,0.040655743
ECON 269,ARBC 222,-0.14487673
ECON 269,ARBC 223,-0.2714635
ECON 269,ARBC 371,-0.13128902
ECON 269,ARCN 112,0.3158169
ECON 269,ARCN 222,0.339375
ECON 269,ARTH 214,0.23204964
ECON 269,ARTH 298,0.2250034
ECON 269,ARTS 113,0.36440796
ECON 269,ARTS 122,0.3668244
ECON 269,ARTS 139,0.40048409
ECON 269,ARTS 230,0.34617823
ECON 269,ARTS 252,0.57308584
ECON 269,ARTS 262,0.14046954
ECON 269,ARTS 298,0.04588389
ECON 269,ARTS 322,0.37772894
ECON 269,ARTS 339,0.3451113
ECON 269,ARTS 374,0.073141985
ECON 269,ASLN 111,0.09943953
ECON 269,ASST 110,0.04602125
ECON 269,ASST 285,0.34977147
ECON 269,ASTR 113,0.50291395
ECON 269,ASTR 233,0.289374
ECON 269,BIOC 311,0.30144495
ECON 269,BIOC 331,0.012907533
ECON 269,BIOL 125,0.28023058
ECON 269,BIOL 126,0.23550506
ECON 269,BIOL 240,0.5024884
ECON 269,BIOL 241,0.5263417
ECON 269,BIOL 352,0.20738092
ECON 269,BIOL 353,0.558349
ECON 269,BIOL 370,0.39369583
ECON 269,BIOL 378,0.046439435
ECON 269,CAMS 110,0.39967597
ECON 269,CAMS 111,0.37411875
ECON 269,CAMS 186,0.084720254
ECON 269,CAMS 187,0.42631596
ECON 269,CAMS 214,0.5536151
ECON 269,CAMS 229,0.30344054
ECON 269,CAMS 230,0.4605506
ECON 269,CAMS 265,0.43525392
ECON 269,CAMS 272,0.07180641
ECON 269,CAMS 277,0.2593769
ECON 269,CCST 208,-0.095074505
ECON 269,CGSC 130.00,0.20272242
ECON 269,CGSC 330,0.024629539
ECON 269,CHEM 123,0.029323442
ECON 269,CHEM 224,0.03174298
ECON 269,CHEM 234,0.101979956
ECON 269,CHEM 300.00,0.10847114
ECON 269,CHEM 348,0.24273226
ECON 269,CHEM 349,0.35394394
ECON 269,CHEM 351,0.03975957
ECON 269,CHEM 352,0.29888114
ECON 269,CHEM 362,-0.024201022
ECON 269,CHIN 103,0.28852794
ECON 269,CHIN 206,0.28820023
ECON 269,CHIN 251,0.26461527
ECON 269,CHIN 358,-0.018554227
ECON 269,CLAS 123,0.5035
ECON 269,CLAS 142,0.18887159
ECON 269,CLAS 214,0.0966317
ECON 269,CLAS 240,0.09352113
ECON 269,CS 111,-0.01872718
ECON 269,CS 201,0.060340233
ECON 269,CS 202,-0.20148972
ECON 269,CS 208,-0.1482813
ECON 269,CS 251,-0.20614858
ECON 269,CS 252,-0.045478713
ECON 269,CS 254,0.15260261
ECON 269,CS 257,-0.10332951
ECON 269,CS 304,0.16681038
ECON 269,CS 311,0.1790855
ECON 269,CS 320,-0.15450986
ECON 269,CS 347,0.017185155
ECON 269,CS 348,0.05358055
ECON 269,CS 361,0.30145478
ECON 269,DANC 107,0.14001414
ECON 269,DANC 148,0.125101
ECON 269,DANC 190,0.2618131
ECON 269,DANC 200,0.2593145
ECON 269,DANC 206,0.23614313
ECON 269,DANC 208,0.23406908
ECON 269,DANC 279,0.20178024
ECON 269,DANC 309,0.43350285
ECON 269,DANC 310,0.28769335
ECON 269,DANC 350,0.13822797
ECON 269,DGAH 398,0.30615926
ECON 269,ECON 110,0.4498899
ECON 269,ECON 111,0.36396796
ECON 269,ECON 265,0.19496667
ECON 269,ECON 269,1.0
ECON 269,ECON 270,0.3821477
ECON 269,ECON 274,0.11577427
ECON 269,ECON 277,0.5821217
ECON 269,ECON 280,0.50399953
ECON 269,ECON 330,0.35383305
ECON 269,ECON 331,0.32099998
ECON 269,ECON 398,0.42040572
ECON 269,EDUC 110,0.15074359
ECON 269,EDUC 242,0.19996913
ECON 269,EDUC 338,0.14117235
ECON 269,EDUC 385,0.06368275
ECON 269,EDUC 395,0.312501
ECON 269,ENGL 109,-0.117397346
ECON 269,ENGL 115,0.071686976
ECON 269,ENGL 160,0.13120732
ECON 269,ENGL 202,0.047699366
ECON 269,ENGL 209,0.112904906
ECON 269,ENGL 230,0.3605245
ECON 269,ENGL 253,0.2803124
ECON 269,ENGL 255,0.22138008
ECON 269,ENGL 268,0.2232585
ECON 269,ENGL 295,0.5972519
ECON 269,ENGL 338,-0.16915089
ECON 269,ENGL 370,-0.061956823
ECON 269,ENGL 371,-0.09855836
ECON 269,ENGL 395.00,-0.046389755
ECON 269,EUST 101.07,0.17743573
ECON 269,EUST 207,0.26066497
ECON 269,FREN 103,0.024651095
ECON 269,FREN 208,0.036867373
ECON 269,FREN 210,-0.056766696
ECON 269,FREN 245,0.3477664
ECON 269,FREN 254,0.2607797
ECON 269,FREN 255,0.36773032
ECON 269,FREN 259,0.5499463
ECON 269,FREN 310,0.118179515
ECON 269,GEOL 110,0.5500661
ECON 269,GEOL 230,0.13381428
ECON 269,GEOL 240,0.26994005
ECON 269,GEOL 255,0.43932647
ECON 269,GERM 103,0.32615504
ECON 269,GERM 217,0.34749287
ECON 269,GERM 221,0.009757548
ECON 269,GRK 102,0.04593517
ECON 269,GRK 226,0.14688924
ECON 269,GWSS 110,0.40706447
ECON 269,GWSS 200,0.30696455
ECON 269,GWSS 398.00,0.24305563
ECON 269,HEBR 102,0.122258395
ECON 269,HIST 111,0.4883858
ECON 269,HIST 116,-0.1690564
ECON 269,HIST 153,0.423859
ECON 269,HIST 201,0.46229282
ECON 269,HIST 205,0.5505871
ECON 269,HIST 206,0.085917875
ECON 269,HIST 209,0.13470232
ECON 269,HIST 229,0.22472377
ECON 269,HIST 251,0.4177909
ECON 269,HIST 265,0.41681254
ECON 269,HIST 270,0.2864042
ECON 269,HIST 276,0.12338267
ECON 269,HIST 287,0.16635308
ECON 269,HIST 298,0.25631824
ECON 269,HIST 308,0.43163761
ECON 269,HIST 347,0.34593728
ECON 269,IDSC 198,0.043014813
ECON 269,IDSC 202,0.30653802
ECON 269,IDSC 238,0.4488978
ECON 269,IDSC 251,0.023381857
ECON 269,IDSC 280,-0.015722238
ECON 269,IDSC 289,0.04961887
ECON 269,IDSC 298,0.0356387
ECON 269,JAPN 103,0.30281496
ECON 269,JAPN 206,0.2626825
ECON 269,JAPN 343,0.36484846
ECON 269,LATN 103,0.20746712
ECON 269,LATN 240,-0.067439914
ECON 269,LING 110,0.19454573
ECON 269,LING 115,0.06768609
ECON 269,LING 135,0.32219133
ECON 269,LING 319,0.05965464
ECON 269,LTAM 220,0.36066476
ECON 269,LTAM 398,0.27433148
ECON 269,MATH 111,0.3509387
ECON 269,MATH 120,0.23545901
ECON 269,MATH 134,-0.002681581
ECON 269,MATH 210,0.3386691
ECON 269,MATH 232,-0.030602993
ECON 269,MATH 236,0.33252826
ECON 269,MATH 241,0.41692305
ECON 269,MATH 271,-0.1225683
ECON 269,MATH 297,0.036467742
ECON 269,MATH 331,0.17156883
ECON 269,MATH 341,0.12219589
ECON 269,MATH 342,0.15863587
ECON 269,MELA 230,0.26933277
ECON 269,MEST 395,0.02881943
ECON 269,MUSC 127,0.35813266
ECON 269,MUSC 204,-0.17130058
ECON 269,MUSC 217,0.2841427
ECON 269,MUSC 221,0.15307102
ECON 269,MUSC 227,0.35963753
ECON 269,MUSC 299,0.14093567
ECON 269,MUSC 313,0.1874646
ECON 269,NEUR 238,0.53273594
ECON 269,NEUR 239,0.23393995
ECON 269,NEUR 395,0.43235087
ECON 269,PHIL 119,0.09195728
ECON 269,PHIL 124,0.028875988
ECON 269,PHIL 202,-0.13251466
ECON 269,PHIL 209,-0.03155375
ECON 269,PHIL 210,-0.100472294
ECON 269,PHIL 219,0.24798521
ECON 269,PHIL 270,0.1561934
ECON 269,PHIL 289,0.09398275
ECON 269,PHYS 123,0.026597925
ECON 269,PHYS 142,0.059598982
ECON 269,PHYS 145,0.018268285
ECON 269,PHYS 234,0.02763849
